Nombre,Vecindad,Lugar Muerte,Fecha,Modo
"Uribeechevarria Gonzalez, Jesus",,,,Muerto Frente
"Uribe-Echevarria, Antonio",Biasteri,Biasteri,,Fusilado
"Uribe-Echeverria Bengoa, Victor",Beasain,Beasain,28/07/1936,Fusilado
"Uribeondo Anguita, Federico",Sestao,Derio,09/01/1938,Fusilado
"Uribesalgo Otaduy, Dionisio",Arrasate,Oiartzun,02/11/1936,Fusilado
"Urien Zarraola, Pedro",Bilbo,Zornotza,16/04/1937,Muerto Frente
"Urien, Federico",,Basurto-Zorroza,19/06/1937,Muerto Frente
"Urieta Rodriguez, Elias",Sestao,Donostia-San Sebastián,22/07/1936,Muerto Frente
"Urieta, Esteban",Sestao,Asturias,23/03/1937,Muerto Frente
"Urieta, Isidro",Sestao,Barakaldo,13/06/1937,Muerto Frente
"Uriguen Eguzquiza, Manuel",,Elgeta,20/04/1937,Muerto Frente
"Uriguen Narvaiza, Juan Cruz","Gernika-Lumo, Vizcaya",Hospital Civil,01/12/1936,Otras Circunstancias
"Uriguen Perea, Pedro",Etxano,Mendata,27/04/1937,Muerto Frente
"Uriguen Uriarte, Pedro",Ajangiz,"Gernika-Lumo, Vizcaya",26/04/1937,Bombardeo
"Uriolabeitia Gogondola, Jose Maria",Xemein,"Durango, Durango",25/02/1937,Bombardeo
"Urionabarrenechea Alberdi, Damaso",Markina,HM Barakaldo,22/05/1937,Muerto Frente
"Urionabarrenechea Bengoetxea, Ignacio",Santurtzi,Mar Cantábrico,05/03/1937,Muerto Frente
"Urionabarrenechea Isasmendi, Jose Antoni",Arrasate,Oiartzun,02/11/1936,Fusilado
"Urionabarrenechea, Sinforoso",,,16/05/1937,Muerto Frente
"Urionabasterrechea Zabaljauregui, Diego",Mendata,"Gernika-Lumo, Vizcaya",26/04/1937,Bombardeo
"Uriondo Goicoechea, Morantin",Orozko,Orozko,21/06/1937,Otras Circunstancias
"Uriondo Mimenza, Jose",Amurrio,Gasteiz,15/02/1941,Fusilado
"Uriondo Pelaez, Luis",Portugalete,Artxanda,17/06/1937,Muerto Frente
"Uriondo, X.",Aramaio,Donostia-San Sebastián,,Fusilado
"Urioste Goiricelaya, Jesus",Mungia,Mungia,01/08/1937,Otras Circunstancias
"Urizar Ortuzar, Jose",Santurtzi,,19/06/1937,Desaparecido
"Urkiaga Beldarrain, Inaki",,Urkiola,15/04/1937,Muerto Frente
"Urkiola Ajuria, Jose",Barakaldo,Lemoa,03/06/1937,Muerto Frente
"Urkiola Ansola, Victoriano",Ondarroa,Ondarroa,26/10/1936,Bombardeo
"Urkiola Burgoa, Francisco",Eibar,Eibar,14/03/1937,Muerto Frente
"Urkiola Landeta, Carlos",,"Durango, Durango",28/04/1937,Muerto Frente
"Urnieta, Jose",,,,Muerto Frente
"Urondo Bea, Eulogio",Genes,Ubidea,03/12/1936,Muerto Frente
"Urondo Escurrechea, Francisco",Donostia-San Sebastián,Udala-Elorrio,22/02/1937,Muerto Frente
"Urpi Vallverde, Jose  ",,Deusto,31/08/1938,Muerto Prision
"Urquia Cabrerizo, Sebastian",,,,Muerto Frente
"Urquia Elorza, Jose Javier",Donostia-San Sebastián,Donostia-San Sebastián,,Fusilado
"Urquiaga Aldecoa, Andres",Bergara,,,Muerto Frente
"Urquiaga Azcargorta, Pedro",Barakaldo,Barakaldo,13/06/1937,Bombardeo
"Urquiaga Basaraz, Esteban",Mungia,Gasteiz,25/06/1937,Fusilado
"Urquiaga Ormaechea, Mario",Barakaldo,Otxandio,31/03/1937,Muerto Frente
"Urquiaga Solaegui, Pedro",Muxika,Urkiola,07/04/1937,Muerto Frente
"Urquidi Arrieta, Bienvenido",Getaria,Mar Cantábrico,17/01/1937,Muerto Frente
"Urquidi Laca, Francisca",Markina,"Gernika-Lumo, Vizcaya",26/04/1937,Bombardeo
"Urquijo Alberdi, Gregorio",Berriz,Bilbo,04/08/1937,Fusilado
"Urquijo Azpillaga, Jose Luis",Bilbo,El Carmelo,05/03/1939,Fusilado
"Urquijo Bravo, Felix",Deustu,Kalamua,27/09/1936,Muerto Frente
"Urquijo Camara, Felix",Bilbo,Bilbo,18/04/1937,Bombardeo
"Urquijo Crespo, Manuel",Bilbo,Bilbo,18/04/1937,Bombardeo
"Urquijo Diaz, Anastasio",Sestao,Bilbo,17/03/1939,Fusilado
"Urquijo Ibarra, Aurelio",,Barakaldo,17/06/1937,Muerto Frente
"Urquijo Juan, Alfonso",,Eibar,02/10/1936,Muerto Frente
"Urquijo Urkiaga, Jose Andres",Igorre,Zornotza,11/05/1937,Muerto Frente
"Urquiola Auzmendi, Pedro","Zumárraga, Spain",Otxandio,30/11/1936,Muerto Frente
"Urquiola Ortueta, Marcelino",Elosu,Donostia-San Sebastián,30/10/1939,Fusilado
"Urra Ochoa, Bernardino",Donostia-San Sebastián,Eibar,25/04/1937,Muerto Frente
"Urra San Vicente, Blas",Bilbo,Bilbo,07/09/1937,Fusilado
"Urraco Flores, Jesus",Donostia-San Sebastián,Bilbo,13/12/1938,Fusilado
"Urrain Egana, Hilario",Bilbo,Bilbo,12/03/1938,Fusilado
"Urraza Borde, Jose Ramon",Bilbo,"Durango, Durango",31/03/1937,Bombardeo
"Urrechua Arbildua, Jesus",,Otxandio,04/04/1937,Muerto Frente
"Urrejola Viciola, Laureano",Otxandio,Otxandio,22/07/1936,Bombardeo
"Urrestarazu Alberdi, Angel",,Jarama,15/03/1937,Muerto Frente
"Urrestarazu Berasategi, Juan",Donostia-San Sebastián,Elorrio,23/04/1937,Muerto Frente
"Urresti Alegeria, Jose Felix",,Amorebieta-Etxano,11/05/1937,Muerto Frente
"Urresti Buenechea, Antonio",Donostia-San Sebastián,Asturias,19/10/1936,Muerto Frente
"Urresti Goni, Juan Jose",Bermeo,Álava,07/12/1936,Muerto Frente
"Urretavizcaya Guereno, Miguel",Andoain,Donostia-San Sebastián,22/10/1936,Fusilado
"Urribarri Caldeaera, Pedro",,Asturias,,Muerto Frente
"Urriz Larragan, Guillermo",Erandio,Hospital Civil,15/05/1937,Muerto Frente
"Urruchi Valderrama, Emiliano",,,,Muerto Frente
"Urruchua Aldecoa, Serapio",Forua,Bilbo,22/07/1937,Fusilado
"Urruela Urrutia, Vicente",Errespalditza,Zalla,21/06/1937,Muerto Frente
"Urrutia Aldama, Jose Maria",Amurrio,Legutio,30/11/1936,Muerto Frente
"Urrutia Anduaga, Jose",Aretxabaleta,"Madrid, Madrid",10/11/1944,Fusilado
"Urrutia Ariznabarreta, Mariano",Bilbo,Basurto-Zorroza,08/06/1937,Muerto Frente
"Urrutia Barroetabena, Leandro",,"Santander, Cantabria",02/07/1937,Muerto Frente
"Urrutia Diaz, Ignacio",,,,Muerto Frente
"Urrutia Fernandez, Jose",,Eibar,08/10/1936,Muerto Frente
"Urrutia Fuentes, Vicente",Arcentales,Ubidea,21/12/1936,Muerto Frente
"Urrutia Landa, Luis",Derio,Sollube,17/05/1937,Muerto Frente
"Urrutia Larrauri, Benito",Galdakao,Elgeta,08/12/1936,Muerto Frente
"Urrutia Ortuzar, Gregorio","Durango, Durango",Sollube,07/05/1937,Muerto Frente
"Urrutia Rodeno, Antonio",,,,Muerto Frente
"Urrutia Saez, Felix",Barakaldo,Gusen (Fluss),23/09/1941,Muerto Prision
"Urrutia Sanchez, Jesus Rafael",,"Gernika-Lumo, Vizcaya",28/04/1937,Muerto Frente
"Urrutia Torrontegui, Emeterio",,Dima,,Muerto Frente
"Urrutia Urrutia, Francisco",Aiala,Markina-Xemein,01/04/1937,Muerto Frente
"Urrutia, Antonio",,,12/06/1937,Muerto Frente
"Urrutia, Cayetano",,,23/05/1937,Muerto Frente
"Urrutibeaskoa Leniz, Victor",Amoroto,Otxandio,04/04/1937,Muerto Frente
"Urruzola Amuchategui, Jose Luis",,,,Muerto Frente
"Urruzola Landa, Antonio",Zestoa,Elgoibar,20/09/1936,Muerto Frente
"Urteaga Ugalde, Agustin",Tolosa,Donostia-San Sebastián,25/06/1938,Fusilado
"Urteaga Urteaga, Agustin",Olaberria,,11/10/1938,Fusilado
"Urtiaga Bidea, Agueda",Sondika,Erandio,14/06/1937,Bombardeo
"Urtiaga Eguren, Felipe",Berriz,Bilbo,11/09/1937,Fusilado
"Urtiaga Elezburu, Leon",Zaldibar,Etxano,19/05/1937,Fusilado
"Urtiaga Legorburu, Hipolito",,,,Muerto Frente
"Urtiaga Villa, Jose Luis",,Ajuria Enea,29/04/1937,Muerto Frente
"Urtizberea Ibaceta, Donato",,,,Muerto Frente
"Urtizberea Iriarte, Eduardo",Bilbo,Hospital,04/05/1937,Muerto Frente
"Uruchurtu Larrinza, Jesus",Zeanuri,Zeanuri,07/04/1937,Bombardeo
"Uruchurtu Lejarza, Hilario",Areatza,,01/10/1937,Fusilado
"Urunuela Repes, Felipe",,,,Muerto Frente
"Urzay , Tomas",Bilbo,Flossenb�rg,01/01/1945,Muerto Prision
"Usabel Larrea, Maria Del Carmen",Iurreta,"Durango, Durango",31/03/1937,Bombardeo
"Usabiaga Arrieta, Pedro",Donostia-San Sebastián,Santoña,30/01/1938,Muerto Prision
"Usabiaga Isasa, Eusebio",Donostia-San Sebastián,,,Desaparecido
"Usabiaga Jauregui, Bernardo",Oiartzun,Lesaka,11/08/1936,Fusilado
"Usabiaga Larrea, Alejandro",Mutriku,Mutriku,24/07/1938,Fusilado
"Usabiaga Oyarzabal, Domingo",Errenteria,Errenteria,27/07/1936,Fusilado
"Usabiaga Oyarzabal, Enrique",Errenteria,Errenteria,27/07/1936,Fusilado
"Usabiaga Oyarzabal, Sebastan",Errenteria,Errenteria,27/07/1936,Fusilado
"Usabiaga, Pedro",Donostia-San Sebastián,Donostia-San Sebastián,01/10/1936,Fusilado
"Usandizaga Acin, Manuel",,,13/05/1937,Muerto Frente
"Usarraga Garrilboy, Policarpo",Hernani,Hernani,26/10/1936,Fusilado
"Usategui Marco, Alberto",Portugalete,Asturias,23/02/1937,Muerto Frente
"Usatorre Olaberria, Victorio","Gernika-Lumo, Vizcaya",,,Desaparecido
"Uscola Laca, Rafael",,Barazar,21/05/1937,Muerto Frente
"Usobiaga Zabala, Antonio",Zarautz,Getaria,03/10/1936,Fusilado
"Usua Marine, Enrique",Alcala De Henares,HMPG SUKARRIETA,24/03/1939,Muerto Prision
"Usuteguica Arrospide, Julia",Ajangiz,"Gernika-Lumo, Vizcaya",26/04/1937,Bombardeo
"Utrilla Moreno, Marcelino",,Prision Larrinaga,20/08/1937,Muerto Prision
"Uzabal Larrea, Toribio",Unza,Gasteiz,15/01/1937,Fusilado
"Uzcudun Uzcudun, Jose Leon",Asteasu,Vera de Bidasoa,15/10/1936,Fusilado
"Uzquiano Ruiz, Victor Carlos",Bilbo,Uncilla,31/03/1937,Muerto Frente
"Vadillo Cuella, Alejandro",,Zornotza,22/05/1937,Muerto Frente
"Vadillo Lopez, Serapio",Labastida,,,Fusilado
"Vadillo Porres, Agapito",Labastida,,,Fusilado
"Vadillo Vivanco, Jose","Burgos, Burgos",Hospital Civil,10/09/1936,Muerto Frente
"Val Leon, Vidal",,,,Muerto Frente
"Val Nieva, Jose Luis",Getxo,Bilbo,13/05/1937,Muerto Frente
"Valbuena, Benito",Laudio,Laudio,05/07/1938,Fusilado
"Valcarcel Villaverde, Gumersindo",Bilbo,Larrinaga,01/05/1938,Fusilado
"Valda Acachaga,Joaquin",Donostia-San Sebastián,Markina-Xemein,02/04/1937,Muerto Frente
"Valdeolmillos Perez, Tedelmiro",Bilbo,Asturias,21/02/1937,Muerto Frente
"Valderrama Barrenechea, Antonio",Donostia-San Sebastián,Donostia-San Sebastián,18/08/1937,Fusilado
"Valderrama Estefano, Genaro",Bilbo,Bizkargi,13/06/1937,Muerto Frente
"Valdes Alvarez, Julio",Las Campas,"Gernika-Lumo, Vizcaya",24/08/1939,Muerto Prision
"Valdes Alvarez, Manuel",Gijon,Hospital San Luis,01/05/1937,Muerto Frente
"Valdes Echepare, Isidro",,,,Muerto Frente
"Valdes Gonzalez, Clara",Oviedo,Saturraran,14/10/1938,Muerto Prision
"Valdes Muniz, Florentino",Aviles,Basurto-Zorroza,05/06/1937,Muerto Frente
"Valdes Suarez, Herminio",Asturias,Otxandio,26/12/1936,Muerto Frente
"Valdivieso Labrador, Juan Jose",Bilbao,Gijon,20/11/1937,Fusilado
"Valencia Calzada, Jose",Bilbo,Bilbo,04/09/1937,Fusilado
"Valentin Dudanca, Felix",Sestao,Legutio,02/12/1936,Muerto Frente
"Valentin Pascual, Ramon",Bilbo,Sollube,11/05/1937,Muerto Frente
"Valerdi Marticorena, Concepcion",Donostia-San Sebastián,Donostia-San Sebastián,01/11/1936,Fusilado
"Valerio Saez, Laureano",Mendabia,Basurto-Zorroza,10/04/1937,Muerto Frente
"Valero Castelblanco, Apolonia",Salvacanete,Saturraran,28/10/1941,Muerto Prision
"Valero Marinas, Julio",Valladolid,"Gernika-Lumo, Vizcaya",13/10/1939,Muerto Prision
"Valle Aedo, Felipe",Ortuella,Logrono,28/07/1937,Fusilado
"Valle Belleja, Emiliano",,,07/05/1937,Muerto Frente
"Valle Gonzalez, Julian","Santander, Cantabria",Hospital Civil,01/05/1937,Muerto Frente
"Valle Perez, Gumersindo",Bilbo,Bilbo,16/12/1937,Fusilado
"Valle Salcedo, Miguel",,,,Muerto Frente
"Vallejo Alvarez, Indalecio",,,,Desaparecido
"Vallejo Arizmendi, Valentin",Eibar,Donostia-San Sebastián,16/08/1936,Muerto Frente
"Vallejo Pena, Faustino",Artziniega,Zaragoza,06/09/1939,Muerto Prision
"Vallejo Ruiz, Aurelio",Arrigorriaga,Itziar,23/09/1936,Muerto Frente
"Vallejo Ruiz, Daniel",Cabanillas,Itziar,23/09/1936,Muerto Frente
"Vallejo Saura, Avelino",Bilbo,Otxandio,22/07/1936,Muerto Frente
"Vallejo Vallo, Santos",Sestao,Bizkargi,02/05/1937,Muerto Frente
"Valles Vicuna, Pilar",Oiartzun,Lesaka,11/08/1936,Fusilado
"Valpartida Valpartida, Zacarias",Barakaldo,Amurrio,10/12/1936,Muerto Frente
"Valverde Buena, Emiliano",Urretxu,Beloki,18/09/1936,Fusilado
"Valverde Garcia, Manuel",Bilbo,Asturias,27/11/1936,Muerto Frente
"Vancells Sola, Manuel",Oiartzun,Oiartzun,12/02/1940,Fusilado
"Vaquedano Perez, Juan Cruz",,,,Muerto Frente
"Vaquero Hernandez, Magdalena","Durango, Durango","Durango, Durango",31/03/1937,Bombardeo
"Varas Icazeta, Felix",Donostia-San Sebastián,Irun,26/08/1936,Muerto Frente
"Varcas, Tiburcio",,,15/05/1937,Muerto Frente
"Varela Cruz, Manuel",,Andoain,24/08/1936,Muerto Frente
"Varela Narvaiza, Ulpiano",Barakaldo,Bilbo,26/08/1938,Fusilado
"Varela Seijas, Manuel",,Karrantza,28/07/1937,Muerto Frente
"Varela Vinegra, Pedro",Amurrio,Mungia,12/05/1937,Muerto Frente
"Varela Vito, Isidro",Balmaseda,,,Muerto Frente
"Varela Vito, Oscar",Balmaseda,Otxandio,04/04/1937,Muerto Frente
"Varga Lomera, Eloisa",Donostia-San Sebastián,Donostia-San Sebastián,24/04/1939,Fusilado
"Vargas Gonzalez, Baldomero",Villanueva De La Serena,Orduña (Spanien),05/04/1941,Muerto Prision
"Varillas Garcia, Severiano",Langreo ,"Gernika-Lumo, Vizcaya",27/01/1939,Muerto Prision
"Varona Clemente, Pedro",Gasteiz,Gasteiz,14/08/1936,Fusilado
"Varona Garcia, Angel",Bilbo,Orozko,19/07/1936,Muerto Frente
"Varona Garcia, Estanislao",Bilbo,,09/05/1937,Muerto Frente
"Varona Maza, Bernabe",Castro Urdiales,Eibar,19/04/1937,Muerto Frente
"Varona Salcedo, Miguel",,,,Muerto Frente
"Vasseur Huberto, Luis",Paris,Otxandio,04/04/1937,Muerto Frente
"Vazquez Berdiel, Jose","Santander, Cantabria",Dima,13/04/1937,Muerto Frente
"Vazquez Candina, Jose",Donostia-San Sebastián,"Madrid, Madrid",,Desaparecido
"Vazquez Cielas, Jose Maria ",,Deusto,08/06/1940,Muerto Prision
"Vazquez Copa, Narciso",,,,Muerto Frente
"Vazquez Dominguez, Bonifacio",Caceres,Irun,24/07/1936,Muerto Frente
"Vazquez Fernandez, Manuel",,,,Muerto Frente
"Vazquez Ferreno, Antonio",Erandio,Erandio,06/04/1937,Bombardeo
"Vazquez Florez, Jose",Donostia-San Sebastián,Donostia-San Sebastián,13/08/1938,Fusilado
"Vazquez Gonzalez, Jose",Valladolid,Otxandio,04/04/1937,Muerto Frente
"Vazquez Irazabal, Antonio",Donostia-San Sebastián,Donostia-San Sebastián,17/08/1938,Fusilado
"Vazquez Lopez, Jose",Sopuerta,Ubidea,07/12/1936,Muerto Frente
"Vazquez Lopez, Lucio",,Karrantza,03/07/1937,Muerto Frente
"Vazquez Martinez, Araceli",Ciempozuelos,P.C. Mujeres Amorebieta,05/01/1943,Muerto Prision
"Vazquez Mateo, Eleuterio",Bilbo,Nafarrate,18/12/1936,Muerto Frente
"Vazquez Munecas, Angel",Sestao,Hospital Bilbo,12/04/1937,Muerto Frente
"Vazquez Munecas, Jose",Sestao,Sestao,24/05/1937,Bombardeo
"Vazquez Perez, Ramon",Bilbo,"Madrid, Madrid",,Desaparecido
"Vazquez Saez, Marcelo",Hernani,Gusen (Fluss),14/09/1941,Muerto Prision
"Vazquez Saez, Olegario",Urretxu,Karrantza,03/08/1937,Fusilado
"Vazquez Sanchez, Manuel",Oviedo,Hospital Civil,14/06/1937,Muerto Frente
"Vazquez Vaquero, Abraham",,,,Muerto Frente
"Vazquez, Angel",Tolosa,Tolosa,12/08/1936,Fusilado
"Vecina Molina, Valeriano",Barakaldo,Barakaldo,09/03/1938,Fusilado
"Vega Alonso, Antolin ",,Deusto,21/05/1940,Muerto Prision
"Vega Bilbao, Juan",,,,Muerto Frente
"Vega Cantoli, Felix",Gijon,Loiu,30/04/1937,Muerto Frente
"Vega Echevarria, Jose",,Orduna,04/06/1937,Muerto Frente
"Vega Gago, Mariano",Bilbo,Bilbo,25/09/1936,Muerto Frente
"Vega Gomez, Luis",,Basurto-Zorroza,12/06/1937,Muerto Frente
"Vega Gutierrez, Baldomero",Bilbo,Cigoitia,03/12/1936,Muerto Frente
"Vega Menendez, Manuel",,Lemoa,09/06/1937,Muerto Frente
"Vega Molinuevo, Pascual",Armiñon,Armiñon,28/08/1936,Fusilado
"Vega Saez, Bernardino",Donostia-San Sebastián,Donostia-San Sebastián,13/08/1938,Fusilado
"Vega Saez, Juan",,,,Muerto Frente
"Vega Ugarte, Valeriano",,Gamiz-Fika,11/06/1937,Muerto Frente
"Vega Vigil, Teodoro","Mieres, Asturias",Hospital Civil,10/05/1937,Muerto Frente
"Vega, Jose",,Sollube,12/05/1937,Muerto Frente
"Vegas Garcia, Victor",Bilbo,Hospital Civil,05/05/1937,Muerto Frente
"Vegas Inigo, Eulogio",,,,Muerto Frente
"Veiga Fernandez, Jose",Lugo,País Vasco,06/12/1936,Muerto Frente
"Veiga Martinez, Francisco Rosalino ",,Deusto,21/05/1940,Muerto Prision
"Veiga Usllatin (Vega Ucartin), Angel",Santurtzi,Kalamua,19/04/1937,Muerto Frente
"Veintemilla Zerbello, Ramon",,Bakio,24/05/1937,Muerto Frente
"Vejo Gonzalez, Antonio",Laredo,Dima,22/05/1937,Muerto Frente
"Vel Manra, Tomas  ",,Deusto,26/02/1939,Muerto Prision
"Vela Cabrerizo, Jose",Guenes,Derio,09/01/1938,Fusilado
"Vela Ormazabal, Carmela",Balmaseda,Balmaseda,27/07/1937,Bombardeo
"Vela Ormazabal, Consuelo",Balmaseda,Balmaseda,27/07/1937,Bombardeo
"Vela Ormazabal, Jose Maria",Balmaseda,Balmaseda,27/07/1937,Bombardeo
"Velar Allende, Adolfo",Barakaldo,Artxanda,15/06/1937,Muerto Frente
"Velar Jimenez, Juan",Morentin,Sestao,23/05/1937,Bombardeo
"Velarde Uralde, Vicente",Zizurkil,Kalamua,29/09/1936,Muerto Frente
"Velasco Blanco, Feliciano",Leioa,Ubidea,03/12/1936,Muerto Frente
"Velasco Carrasco, Eusebio",Erandio,Akondia,29/09/1936,Muerto Frente
"Velasco Celada, Eugenio",,,,Muerto Frente
"Velasco Espada, Moises",Pasaia,Dima,22/05/1937,Muerto Frente
"Velasco Palacios, Hermogenes","Santander, Cantabria",Hospital Lanestosa,11/12/1936,Muerto Frente
"Velasco Paneda, Eduardo",,Asturias,02/11/1936,Muerto Frente
"Velasco Rivacoba, Vicente",Valle De Mena,Aramaio,20/04/1937,Muerto Frente
"Velasco Ruiz, Luis",Anastro,Aprikano,25/08/1936,Fusilado
"Velasco Sanchez, Jesus",Trebino,,28/08/1936,Fusilado
"Velasco Sanz, Hilario",Sestao,Ubidea,16/12/1936,Muerto Frente
"Velasco Sobradillo, Fernando",Bilbo,Alto Barazar,06/04/1937,Muerto Frente
"Velasco Soto, Justo",Bilbo,Otxandio,02/04/1937,Muerto Frente
"Velasco Suso, Aniceto",Bilbo,,,Muerto Frente
"Velazquez Garcia, Juan",Beasain,Beasain,28/03/1939,Fusilado
"Velazquez San Martin, Venancio",Erandio,Amurrio,26/05/1937,Muerto Frente
"Velez Aparicio, Miguel",Moyedo ,"Gernika-Lumo, Vizcaya",18/10/1938,Muerto Prision
"Velez De Mendizabal, Asuncion",Arrasate,Arrasate,07/03/1937,Otras Circunstancias
"Velez De Mendizabal, Maria Teresa",Arrasate,Arrasate,07/03/1937,Otras Circunstancias
"Velez Marcos, Jesus",Bilbo,Otxandio,04/04/1937,Muerto Frente
"Velez Peruarena, Maria",Hernani,Bilbo,18/04/1937,Bombardeo
"Velo Garcia, Manuel ",,Deusto,22/02/1939,Muerto Prision
"Velon Pombo, Bautista",Lugo,Otxandio,04/04/1937,Muerto Frente
"Venero Sanchez, Valentin",Zaramillo,Bilbo,11/03/1938,Fusilado
"Ventosa Garona, Valeriano",Castro Urdiales,Ubidea,05/04/1937,Muerto Frente
"Verde Jaurrieta, David",Bilbo,Asturias,21/02/1937,Muerto Frente
"Verdugo Espinosa, Jose",Bilbo,Dima,07/04/1937,Muerto Frente
"Verdugo Perez, Laurentino",,Sollube,05/05/1937,Muerto Frente
"Verga Pozo, Francisco",Bilbo,Barcelona,25/05/1939,Fusilado
"Vergara Agote, Jose",Zarautz,Eibar,10/06/1937,Muerto Frente
"Vergara Azurmendiarreta, Francisco",Elgoibar,Bravelina,23/01/1937,Fusilado
"Vergara Blanco, Constancio",Barakaldo,Chavalopea,02/12/1936,Muerto Frente
"Vergara Celeiro, Ramon",Castro Urdiales,Bizkargi,15/05/1937,Muerto Frente
"Vergara Floriz, Maria",Pulgar ,P.C. Mujeres Amorebieta,16/01/1942,Muerto Prision
"Vergara Gonzalo, Jose",Abanto-Zierbena,Barazar,06/04/1937,Muerto Frente
"Vergara Gutierrez, Eugenio",Donostia-San Sebastián,"Durango, Durango",31/03/1937,Bombardeo
"Vergara Ibaibarriaga, Maria","Durango, Durango","Durango, Durango",31/03/1937,Bombardeo
"Vergara Lozares, Marcelo",Beasain,Beasain,28/07/1936,Fusilado
"Vergara Ochoa, Pablo",Donostia-San Sebastián,Hospital Sondika,12/05/1937,Muerto Frente
"Vergara, Isidro",Zarautz,,,Fusilado
"Verges Llopis, Miguel",,Bilbo,,Desaparecido
"Vernet Salvado, David",Calafell,Orduña (Spanien),18/09/1940,Muerto Prision
"Verver, Luisa",Bilbo,Bilbo,18/04/1937,Bombardeo
"Vesga Edeso, Angel",Barakaldo,Eibar,24/03/1937,Muerto Frente
"Vesga Lopez, Luis",Eibar,Hospital Civil,10/06/1937,Muerto Frente
"Vian Martin, Liborio",Leioa,Sabigain,07/04/1937,Muerto Frente
"Viana Arroniz, Segundo",Bujanda,Gusen (Fluss),14/07/1942,Muerto Prision
"Viana Lecanda, Pedro",Areta,Gasteiz,21/06/1937,Otras Circunstancias
"Viana Perez, Calixto",Ordizia,Frente Norte,30/04/1937,Muerto Frente
"Viano Olano, Adolfo",,Bernagoitia,22/05/1937,Muerto Frente
"Vicandi Fernandez, Jose",,Zaldibar,25/04/1937,Muerto Frente
"Vicandi, Alfonso",Balmaseda,Elorrio,20/04/1937,Muerto Frente
"Vicario Alday, Pedro",Bilbo,Otxandio,04/04/1937,Muerto Frente
"Vicario Montalvilla, Juan",Bilbo,Gusen (Fluss),28/09/1941,Muerto Prision
"Vicario Sarasua, Juan",,,,Muerto Frente
"Vicent Vilar, Bautista  ",,Deusto,19/08/1938,Muerto Prision
"Vicente Alvarez, Sebastian",Irun,Derio,14/12/1937,Fusilado
"Vicente Casuso, Ignacio",Barakaldo,Asturias,20/10/1936,Muerto Frente
"Vicente Espinosa, Luis",Donostia-San Sebastián,Derio,18/12/1937,Fusilado
"Vicente Fuster, Vicente ",Bilbao,Deusto,29/05/1939,Muerto Prision
"Vicente Garay, Alfredo",Bilbo,País Vasco,18/12/1936,Muerto Frente
"Vicente Orbegozo, Santiago",Donostia-San Sebastián,Bizkargi,17/05/1937,Muerto Frente
"Vicente Ormaechea, Jose",,Lemoa,22/05/1937,Muerto Frente
"Vicente Rebollar, Domingo",Barakaldo,Markina-Xemein,23/09/1936,Muerto Frente
"Vicente Roland, Regis",Donostia-San Sebastián,Donostia-San Sebastián,,Fusilado
"Vicente Santamaria, Rogelio",Bilbo,Ubidea,02/12/1936,Muerto Frente
"Vicente Zapirain, Antonio",,Jaizkibel (Lezo),10/09/1936,Muerto Frente
"Vicente, Jose",Algorta,Hospital Club Deportivo,05/05/1937,Muerto Frente
"Vicezoreta, Leo",,Barakaldo,14/06/1937,Muerto Frente
"Vicinay Bengoa, Jose Maria",Otxandio,Otxandio,22/07/1936,Bombardeo
"Victoria Lacilla, Marcos",,,,Muerto Frente
"Victorica Lazaro, Alfredo",Barakaldo,Logrono,18/08/1936,Fusilado
"Vicuna Aranzabal, Manuel",,,25/04/1937,Muerto Frente
"Vicuna Ecenarro, Luis",Tolosa,Tolosa,11/10/1941,Fusilado
"Vicuna Ferrero, Pedro",Urnieta,Asturias,24/10/1936,Muerto Frente
"Vidal Figueroa, Jesus",,,,Muerto Frente
"Vidal Miras, Juan  ",,Deusto,31/01/1939,Muerto Prision
"Vidal Munarriz, Joaquin",,Derio,04/08/1939,Fusilado
"Vidarte Grande, Pedro",Sestao,Sestao,23/05/1937,Bombardeo
"Vidaurrazaga Larrondo, Sotero",Loiu,Loiu,18/06/1937,Otras Circunstancias
"Vidaurrazaga Olabarrieta, Juan",Erandio,Barakaldo,03/06/1937,Muerto Frente
"Vidaurre Vidaurre, Manuel",Zarautz,Otxandio,04/04/1937,Muerto Frente
"Vide Aldama, Juan",Portugalete,Amorebieta-Etxano,13/05/1937,Muerto Frente
"Videgain Alcorta, Juan Jesus",Bilbo,Bilbo,23/06/1938,Fusilado
"Vidiella Zabala, Juan Jose",Derio,Zornotza,11/05/1937,Muerto Frente
"Vieites Lorenzo, Avelino",,,,Muerto Frente
"Vieitiz Vieitez, Gumersindo",Aldendas Del Penal ,"Gernika-Lumo, Vizcaya",19/01/1940,Muerto Prision
"Vierna, Antonio",Bilbo,Banderas,18/02/1940,Fusilado
"Viguera Garcia, Eugenio",Zalla,Legutio,02/12/1936,Muerto Frente
"Viguri Arino, Jose Luis",Palencia,Dima,06/04/1937,Muerto Frente
"Viguri Berganza, Jose Maria",Amurrio,Amurrio,26/09/1936,Otras Circunstancias
"Viguri Meaza, Guadalupe",Amurrio,Amurrio,26/09/1936,Otras Circunstancias
"Vila Camins, Ramon",Getxo,Getxo,10/05/1937,Bombardeo
"Vila Gonzalez, Eduardo",Donostia-San Sebastián,Gusen (Fluss),21/02/1942,Muerto Prision
"Vila Macau, Jose  ",,Deusto,30/01/1939,Muerto Prision
