Nombre,Vecindad,Lugar Muerte,Fecha,Modo
"Tenorio Cabanillas, Carlos",Barakaldo,Barakaldo,09/03/1938,Fusilado
"Teran Del Rio, Fernando",Bilbo,Bilbo,17/12/1937,Fusilado
"Teran Mino, Pedro",Barakaldo,Markina-Xemein,31/03/1937,Muerto Frente
"Teresa Irabien, Lazaro",Ortuella,Otxandio,04/04/1937,Muerto Frente
"Teresa Miguel, Saturnino",Bilbo,Otxandio,02/12/1936,Muerto Frente
"Terra Cusen, Eric",Barcelona,Donostia-San Sebastián,12/08/1936,Muerto Frente
"Terrado Gutierrez, Teofilo",Barakaldo,Asturias,20/10/1936,Muerto Frente
"Terrazas Robledo, Esther",Bilbo,Bilbo,25/09/1936,Bombardeo
"Terrazas Rodriganez, Maximo",Donostia-San Sebastián,Elorrio,27/04/1937,Muerto Frente
"Terrazas Ruiz, Gregorio",Valle de Trápaga-Trapagaran,Hospital Loiu,24/05/1937,Muerto Frente
"Terron Gabikagogeazkoa, Santiago",Bilbo,Legutio,18/07/1936,Muerto Frente
"Texido Font, Jose",Tornella De Montgri,Orduña (Spanien),03/04/1939,Muerto Prision
"Tezanos Perez, Ladislao",,,,Muerto Frente
"Thien, Jean",,,14/05/1937,Muerto Frente
"Tijero Modubar, Teodoro",Amezketa,Muxika,10/05/1937,Muerto Frente
"Tinconet Collell, Juan",Canel De Adri ,"Gernika-Lumo, Vizcaya",26/04/1939,Muerto Prision
"Tineo Cortes, Celestino",Erandio,Bermeo,19/05/1937,Muerto Frente
"Tizon Gozategui, Francisco",Donostia-San Sebastián,Kalamua,30/09/1936,Muerto Frente
"Tobalina Valderrama, Juan",Donostia-San Sebastián,Bilbo,08/01/1938,Fusilado
"Tobalina, Jesus",Areta,Gasteiz,20/06/1937,Otras Circunstancias
"Tobar Arambarri, Faustino",,Otxandio,04/04/1937,Muerto Frente
"Tobar Garcia, Gerardo",Portugalete,Mar Cantábrico,05/03/1937,Muerto Frente
"Tobar Lamas, Vicente",Barakaldo,Etxano,09/05/1937,Muerto Frente
"Tobena Coscolla, Jose",Chaguara,HMPG Amorebieta,17/04/1939,Muerto Prision
"Toha Galan, Fidel",Ciérvana,Sollube,12/05/1937,Muerto Frente
"Toha Galan, Gaspar",Ortuella,Asturias,21/02/1937,Muerto Frente
"Toledano Arenas, Lorenza",Pedrosa del Principe,Saturraran,29/12/1942,Muerto Prision
"Toledano Azanza, Guillermo",Bilbo,Amorebieta-Etxano,10/05/1937,Muerto Frente
"Toledo Eguzkiaguirre, Jose Martin",,Asturias,23/02/1937,Muerto Frente
"Tolgado Santos, Manuel",Donostia-San Sebastián,Donostia-San Sebastián,23/07/1936,Muerto Frente
"Tolosa Goenaga, Juan Martin","Zumárraga, Spain","Durango, Durango",31/03/1937,Muerto Frente
"Tolosa Minano, Florian (Roman)",Basauri,Ubidea (Gorbea),02/04/1937,Muerto Frente
"Tolosa, X.",Donostia-San Sebastián,Donostia-San Sebastián,,Fusilado
"Tomas Castro, Elias",Bilbo,Otxandio,04/04/1937,Muerto Frente
"Tomas Claraso, Jose  ",,Deusto,06/03/1939,Muerto Prision
"Tomas Ortega, Manuel",Irun,Deustu,08/11/1939,Fusilado
"Tomas Ortega, Manuel  ",,Deusto,08/11/1939,Muerto Prision
"Tomas Vicente, Valentina",San Esteban de Gormaz,Saturraran,28/04/1941,Muerto Prision
"Tome Alfageme, Leandro","Zamora, Spain",Donostia-San Sebastián,27/07/1936,Muerto Frente
"Tome Gonzalez, Lorenzo",Barakaldo,,26/07/1938,Fusilado
"Toncedo Navas, Juan",Erandio,Larrabetzu,13/06/1937,Muerto Frente
"Toquero Rodriguez, Tomas",Bilbo,Sollube,13/05/1937,Muerto Frente
"Toral Gomez, Antonio",Ciérvana,Ubidea,30/11/1936,Muerto Frente
"Toribio Santos, Senen",Erandio,Otxandio,31/03/1937,Muerto Frente
"Torio Medina, Julio",Bilbo,Gusen (Fluss),19/10/1941,Muerto Prision
"Tormes Asin, Angel",Hernani,Hernani,,Fusilado
"Torner Molla, Juan  ",,Deusto,09/02/1939,Muerto Prision
"Tornero Velasco, Jose",,,,Muerto Frente
"Toro Montesinos, Feliciano Del",Sosa Del Obispo ,"Gernika-Lumo, Vizcaya",18/11/1938,Muerto Prision
"Toro San Roman, Gregorio",,,,Muerto Frente
"Torrado Saez, Eusebio",Bilbo,Hospital Civil,08/06/1937,Muerto Frente
"Torrano Ruiz, Fernando",,,,Muerto Frente
"Torrano Valera, Fernando",,Barakaldo,14/06/1937,Muerto Frente
"Torre Angulo, Casiano",,Basurto-Zorroza,20/04/1937,Muerto Frente
"Torre Celis, Manuel",Santillana del Mar,Hopital de Lanestosa,02/12/1936,Muerto Frente
"Torre De La Fuente, Candido",,Santo Domingo de la Calzada,14/06/1937,Muerto Frente
"Torre Echevarria, Eduardo",Donostia-San Sebastián,Otxandio,04/04/1937,Muerto Frente
"Torre Echeverria, Jose Luis",Donostia-San Sebastián,Aramaio,31/03/1937,Muerto Frente
"Torre Elorza, Pedro",Bermeo,Mar Cantábrico,05/03/1937,Muerto Frente
"Torre Eurrecoechea, Manuel",,Urkiola,15/04/1937,Muerto Frente
"Torre Garcia, Jose",Bilbo,Bilbo,24/10/1938,Fusilado
"Torre Iraola, Jose",,Amurrio,28/05/1937,Muerto Frente
"Torre Lopez, Andres",Valle De Mena,Vizcaya,14/05/1937,Muerto Frente
"Torre Santisteban, Federico",,,,Muerto Frente
"Torrealday Zabala, Andres","Gernika-Lumo, Vizcaya",Belmonte,18/10/1936,Muerto Frente
"Torrealday Zabala, Fernando","Gernika-Lumo, Vizcaya",Hospital Civil,23/10/1936,Muerto Frente
"Torrealday Zabala, Luis","Gernika-Lumo, Vizcaya",San Pedro,26/05/1936,Desaparecido
"Torrecilla Benito, Florencio",Donostia-San Sebastián,,02/02/1937,Fusilado
"Torrent Pascual, Jose ",,Deusto,08/02/1939,Muerto Prision
"Torrenta Collet, Juan  ",,Deusto,16/03/1939,Muerto Prision
"Torres Allende, Vicente","Valencia, Spain",Sollube,12/05/1937,Muerto Frente
"Torres Arriola, Luciano",Santurtzi,Legutio,02/12/1936,Muerto Frente
"Torres Bonet, Crescencio",Bilbo,Bilbo,12/03/1938,Fusilado
"Torres Bonet, Vicente",Bilbo,Bilbo,12/03/1938,Fusilado
"Torres Bove, Francisco ",,Deusto,13/11/1938,Muerto Prision
"Torres Diego, Ismael",Barakaldo,Hospital Civil,03/06/1937,Muerto Frente
"Torres Doloy, Mariano",,Otxandio,04/04/1937,Muerto Frente
"Torres Donoso, Aparicio",Santa Amelia,Orduña (Spanien),15/03/1941,Muerto Prision
"Torres Duran, Jose Maria",,Deusto,03/06/1938,Muerto Prision
"Torres Eloy, Manuel",,Dima,06/04/1937,Muerto Frente
"Torres Escurza, Ramon",,Markina-Xemein,05/05/1937,Muerto Frente
"Torres Escurza, Vicente",,Bilbo,18/05/1937,Muerto Frente
"Torres Garcia, Eugenio","Santander, Cantabria",Hospital Civil,01/05/1937,Muerto Frente
"Torres Ibarra, Angel",Ciérvana,Ubidea,30/11/1936,Muerto Frente
"Torres Lopez, Bernardo ",,Deusto,19/05/1938,Muerto Prision
"Torres Miro, Jose",Guimera,"Gernika-Lumo, Vizcaya",09/11/1938,Muerto Prision
"Torres Ortega, Eduardo",Rafaelbunol,"Gernika-Lumo, Vizcaya",09/11/1938,Muerto Prision
"Torres Pascual, Jacinto",Santurtzi,Hospital San Luis,06/05/1937,Muerto Frente
"Torres Pascual, Tomas",Santurtzi,Asturias,21/02/1937,Muerto Frente
"Torres Ruiz, Diego",Cordoba,"Gernika-Lumo, Vizcaya",21/02/1939,Muerto Prision
"Torres Salvador, Felix",,,10/05/1937,Muerto Frente
"Torres Serna, Felix",Irun,Hospital Civil,09/05/1937,Muerto Frente
"Torrezubi Gueruzarra, Tomas",,Urkiola,26/04/1937,Muerto Frente
"Torrontegui Landeta, Justo",Mungia,Zalla,17/06/1937,Otras Circunstancias
"Torvisco Corbacho, Manuel",Valle De Santa Ana,Orduña (Spanien),04/01/1941,Muerto Prision
"Totola Urretavizcaya, Hipolito",Errenteria,Ubidea,26/12/1936,Muerto Frente
"Totorica Banales, Miguel",,,,Muerto Frente
"Totoricaguena Porres, Teodoro",Delika,Hospital Baranbio,03/03/1937,Muerto Frente
"Tovar Garcia, Gerardo",,,,Muerto Frente
"Tovar, Faustino",,Otxandio,01/04/1937,Muerto Frente
"Toyos Celorio, Jose  ",,Deusto,10/03/1938,Muerto Prision
"Toyos Elorrio, Jesus",Asturias,Sollube,11/05/1937,Muerto Frente
"Trabaledo Pardo, Vicente",Bilbo,Bilbo,11/03/1938,Fusilado
"Trabanco Moran, Marcelino",,,16/05/1937,Muerto Frente
"Trancho Morate, Emilia",Barakaldo,Barakaldo,15/06/1937,Bombardeo
"Trapero Rebollar, Paula",Otxandio,Otxandio,22/07/1936,Bombardeo
"Trasobares Vinuela, Carlos",Bergara,Eibar,24/04/1937,Muerto Frente
"Treceno Sainz, Jose Luis",Bilbo,Asturias,21/02/1937,Muerto Frente
"Trecu Egana, Jose Ignacio",Zumaia,Muzketa,22/04/1937,Muerto Frente
"Tresgallo Delgado, Bernardino",Suances,Bilbo,16/09/1938,Fusilado
"Triana Manrique, Juan",Miranda de Ebro,Akondia,26/12/1936,Muerto Frente
"Tricio Garibay, Jose",Donostia-San Sebastián,Donostia-San Sebastián,30/08/1936,Muerto Frente
"Triguero Pujol, Buenaventura",Erandio,Hospital de Urkiola,04/12/1936,Muerto Frente
"Trigueros Garcia, Fermin",Barakaldo,Otxandio,31/03/1937,Muerto Frente
"Trincado Lopez, Eduardo",Donostia-San Sebastián,,,Desaparecido
"Triovero Pujol, Buenaventura",Erandio,Urkiola,04/12/1936,Muerto Frente
"Tristany Folguera, Luis . ",,Deusto,30/03/1939,Muerto Prision
"Trixido Guardiola, Jose ",,Deusto,11/03/1938,Muerto Prision
"Troconiz Garma, Carmelo",Bilbo,Bilbo,07/02/1938,Fusilado
"Trojaola, Asuncion",Trapagaran,Zabaka,15/06/1937,Bombardeo
"Trueba Aja, Santos",Bilbo,Larrinaga,27/05/1938,Fusilado
"Trueba Diego, Alvaro",,Lezama,14/05/1937,Muerto Frente
"Trueba Diego, Daniel",,,15/05/1937,Muerto Frente
"Trueba Ibarreche, Victor",,,,Muerto Frente
"Trujillo Gomez, Agustin",Errenteria,Mungia,27/05/1937,Muerto Frente
"Trula Arrecigor, Manuel",Zarautz,"Madrid, Madrid",29/11/1940,Muerto Prision
"Tudanca Diaz, Valentin Felix",Sestao,Legutio,02/12/1936,Muerto Frente
"Tudea Nogueras, Claudio",Bilbo,Bilbo,27/10/1937,Fusilado
"Tudea Perez, David",Bilbo,Amorebieta,03/12/1936,Muerto Frente
"Tulebras Pascual, Anastasio",Donostia-San Sebastián,Donostia-San Sebastián,01/08/1938,Fusilado
"Tunon Garcia, Armando",,,06/05/1937,Muerto Frente
"Turrez Gaya, Salvador",Getxo,Karrantza,28/07/1937,Muerto Frente
"Turrientes Perez, Rafael",,,,Muerto Frente
"Tutor Izaguirre, Isabel Francisca",Galdakao,Galdakao,19/05/1937,Bombardeo
"Ubeda Apaolaza, Jose",Altsasu,,,Muerto Frente
"Ubeira Mosquera, Serafin",Pontevedra,Donostia-San Sebastián,16/08/1936,Muerto Frente
"Uberetagoyena San Sebastian, Pedro",,,,Muerto Frente
"Uberti Arambarri, Francisco",Pasaia,Arrasate,29/04/1937,Muerto Frente
"Uberuaga Gastelua, Catalina","Gernika-Lumo, Vizcaya","Gernika-Lumo, Vizcaya",26/04/1937,Bombardeo
"Ubicarra Arana, Maria Ignacia",Abadino,"Durango, Durango",31/03/1937,Bombardeo
"Ubide Ribera, Pedro",Donostia-San Sebastián,Irun,27/08/1936,Muerto Frente
"Ubierna Irigoyen, Jose Luis",Bilbo,Bilbo,18/04/1937,Bombardeo
"Ubierna Luis, Luis",Barakaldo,Zornotza,14/05/1937,Muerto Frente
"Ubieta Ezquerra, Francisco",,Artxanda,15/06/1937,Muerto Frente
"Ubillos Arrillaga, Eustaquio","Gernika-Lumo, Vizcaya","Gernika-Lumo, Vizcaya",26/04/1937,Bombardeo
"Ubillos Gabilondo, Fernando",Donostia-San Sebastián,"Santander, Cantabria",29/06/1937,Muerto Frente
"Ubillos Urquiaga, Maria Josefa","Gernika-Lumo, Vizcaya","Gernika-Lumo, Vizcaya",26/04/1937,Bombardeo
"Ubiria Tellechea, Jose Luis",Lesaka,Lemoa,03/06/1937,Muerto Frente
"Ucar, Elias",,,12/06/1937,Muerto Frente
"Ucar, Leon Felipe","Durango, Durango","Durango, Durango",31/03/1937,Bombardeo
"Udarriza Arana, Bartolome",Orozko,Bermeo,30/04/1937,Fusilado
"Ugalde Alonso, Eladio",,Basurto-Zorroza,19/06/1937,Muerto Frente
"Ugalde Basauri, Ascension",Galdakao,Galdakao,19/05/1937,Bombardeo
"Ugalde Cano, Martin",Bilbo,"Durango, Durango",14/04/1937,Muerto Frente
"Ugalde Goenaga, Mariano",Markina,Asturias,13/11/1936,Muerto Frente
"Ugalde Marcaide, Canuto",Elgeta,Elgeta,25/04/1937,Fusilado
"Ugalde Monasterio, Angel",,,,Desaparecido
"Ugalde Roberto, Ramon",Bilbo,Eibar,21/02/1937,Muerto Frente
"Ugalde Roberto, Vicente",Bilbo,Basurto-Zorroza,19/06/1937,Muerto Frente
"Ugalde Rojas, Luis",Ortuella,Vizcaya,26/05/1937,Muerto Frente
"Ugalde Urrutia, Hilario",Rigoitia,Hospital Civil,28/04/1937,Muerto Frente
"Ugalde Zubimendi, Eusebio",,Legutio,04/04/1937,Muerto Frente
"Ugalde, Alejandro",,,15/05/1937,Muerto Frente
"Ugalde, Alfredo",Bilbo,"Santander, Cantabria",24/11/1938,Fusilado
"Ugalde, Marcelino",Arrasate,Oiartzun,02/11/1936,Fusilado
"Ugalde, Victoriano",,Eibar,25/04/1937,Muerto Frente
"Ugarriza Azurmendi, Antonia","Durango, Durango","Durango, Durango",01/04/1937,Bombardeo
"Ugarriza, Jose Maria",,Basurto-Zorroza,19/06/1937,Muerto Frente
"Ugarriza, X.",Bilbo,Banderas,18/02/1940,Fusilado
"Ugarte Aeta, Guillermo",Beasain,Beasain,28/07/1936,Fusilado
"Ugarte Alastuei, Ceferino",Onati,Hernani,05/11/1936,Fusilado
"Ugarte Berueta, Francisco",,,,Muerto Frente
"Ugarte Buro, Juan",Bilbao,HMPG SUKARRIETA,??/06/1937,Muerto Prision
"Ugarte Calzada, Juan",,,,Muerto Frente
"Ugarte Charterina, Gabriel",Areatza,"Santander, Cantabria",26/06/1938,Fusilado
"Ugarte Echevarria, Antonio",Bilbo,Hospital Billaro,18/12/1936,Muerto Frente
"Ugarte Goicoechea, Jose",Alkiza,Legutio,01/12/1936,Muerto Frente
"Ugarte Goicuria, David",,Markina-Xemein,06/04/1937,Muerto Frente
"Ugarte Landazuri, Monica",Larrinbe (Araba),Bilbo,10/06/1937,Bombardeo
"Ugarte Larrea, Juan",,Lemoa,04/06/1937,Muerto Frente
"Ugarte Larrinaga, Donato",,Urkiola,15/04/1937,Muerto Frente
"Ugarte Rojo, Rufino",Bilbo,Eibar,04/06/1937,Muerto Frente
"Ugarte Sanchez, Jose",Donostia-San Sebastián,Dima,22/05/1937,Muerto Frente
"Ugarte Urcelay, Esteban",Onati,Ubidea,03/12/1936,Muerto Frente
"Ugarte Uriarte, Julian",Otxandio,Otxandio,22/07/1936,Bombardeo
"Ugarte, Felix",Onati,Legazpia,,Fusilado
"Ugarteburu Anitua, Ignacio",Markina,"Madrid, Madrid",10/10/1938,Muerto Prision
"Ugarteburu Aramburu, Juan",Lekeitio,Zornotza,16/03/1937,Muerto Frente
"Ugarteburu Rotiaga, Julia",Bilbo,Alonsotegi,14/06/1937,Bombardeo
"Ugarteche, Jose Luis",Bilbo,Nafarrate,08/12/1936,Muerto Frente
"Ugartechea Ugarteburu, Isidra",Markina,Xemein,22/10/1936,Bombardeo
"Ugartemendia Aguirre, Antonio Maria",Albiztur,,08/01/1939,Fusilado
"Ugartemendia Santa Elena, Juan Jose",,Otxandio,06/05/1937,Muerto Frente
"Ugena Ruiz, Elisa",Getafe,Saturraran,12/01/1942,Muerto Prision
Ulacia Arocha. Ramon,Donostia-San Sebastián,Gijon,09/12/1937,Fusilado
"Ulacia Arregui, Antonio",Donostia-San Sebastián,Santoña,14/12/1937,Muerto Prision
"Ulacia Azcocha, Ramon",Deba (Begriffsklärung),,02/10/1936,Fusilado
"Ulibarri Armendariz, Jacinto",Artajona,Karraskain,06/04/1937,Muerto Frente
"Ulles Ibarra, Fortunato",Galdames,Otxandio,04/04/1937,Muerto Frente
"Umanzos, Jose Maria",,Amorebieta-Etxano,11/05/1937,Muerto Frente
"Umaran Fomez, Francisco",Bilbo,Bilbo,28/10/1938,Fusilado
"Umaran Zubillaga, Ramon",Abanto-Zierbena,Otxandio,31/03/1937,Muerto Frente
"Unaguereca Marcaida, Domingo",Mungia,Mungia,01/08/1937,Otras Circunstancias
"Unamuno Ugalde, Alberto",,,,Desaparecido
"Unamuno, Ramon",Bilbo,Jarama,,Muerto Frente
"Unamunzaga Uribasterra, Maria Beatriz","Durango, Durango","Durango, Durango",31/03/1937,Bombardeo
"Unamunzaga Uribasterra, Maria Teresa","Durango, Durango","Durango, Durango",31/03/1937,Bombardeo
"Unanue Eguren, Jose Luis",Olabezar,Gamiz-Fika,19/05/1937,Muerto Frente
"Unanue Ruiz, Rafael",,Bermeo,04/05/1937,Muerto Frente
"Unceta Larreategui, Maximo",Eibar,Valle de Trápaga-Trapagaran,16/05/1937,Muerto Frente
"Unceta Santa Cruz, Abel",Bilbo,Basurto-Zorroza,28/05/1937,Muerto Frente
"Undabarrena Galarza, Evaristo",Larrabetzu,Larrabetzu,07/06/1937,Otras Circunstancias
"Unibaso Ansoleaga, Bernardo",Bilbo,"Durango, Durango",31/03/1937,Muerto Frente
"Unibaso Larizgoitia, Vicente",Bilbo,Urkiola,14/04/1937,Muerto Frente
"Unibaso Portillo, Paulino",Karrantza,Karrantza,04/05/1937,Muerto Frente
"Unibaso, X.",Bilbo,,28/10/1937,Fusilado
"Unsian Gornaga, Francisco Maria",Pasaia,,02/12/1936,Fusilado
"Unzaga Arino, Jesus",Sestao,Bilbo,19/06/1937,Muerto Frente
"Unzalu Undabarrena, Angel",Bilbo,Bilbo,01/02/1938,Fusilado
"Unzalu Undabarrena, Luis",Bilbo,Urkiola,15/04/1937,Muerto Frente
"Unzalu Unzalu, Ramon",Olaeta,Aramaio,04/04/1937,Fusilado
"Unzeta, Miguel",Arrasate,,,Fusilado
"Unzue Goyeneche, Andres",Bilbo,Málaga,03/05/1937,Muerto Frente
"Unzueta Eguiguren, Lucila","Ea, Spain","Gernika-Lumo, Vizcaya",26/04/1937,Bombardeo
"Unzueta Guereca-Echevarria, Teresa",Mañaria,Abadino,18/05/1937,Bombardeo
"Unzueta Unzueta, Teresa",Elgoibar,"Durango, Durango",31/03/1937,Bombardeo
"Unzurrunzaga Trincado, Ignacio",Portugalete,Portugalete,30/08/1940,Fusilado
"Unzurrunzaga, Agustin",Bergara,Donostia-San Sebastián,07/05/1947,Fusilado
"Uralde Ortiz De Echeverria, Antonio",Donostia-San Sebastián,Donostia-San Sebastián,28/05/1938,Fusilado
"Uralde Rodriguez, Francisco",,,,Muerto Frente
"Uralde San Juan, Jose Luis",Bilbo,Legutio,02/12/1936,Muerto Frente
"Uranga Armendariz, Miguel",Usurbil,Málaga,10/05/1937,Muerto Frente
"Uranga Balanzategi, Benito",Arrasate,Oiartzun,28/07/1936,Muerto Frente
"Uranga Garate, Juan",Orio,Legutio,04/12/1936,Muerto Frente
"Uranga Garmendia, Antonio",Ciérvana,Barakaldo,28/05/1937,Muerto Frente
"Uranga Gati, Nestor",Donostia-San Sebastián,Hospital Loiu,07/05/1937,Muerto Frente
"Uranga Lete, Raimundo",Azkoitia,Zornotza,17/05/1937,Muerto Frente
"Uranga Ocerin, Sabin",Galdakao,Galdakao,19/05/1937,Bombardeo
"Uranga Urrutia, Jesus",Arrasate,Donostia-San Sebastián,13/08/1938,Fusilado
"Uranga, Eugenio",,,28/05/1937,Muerto Frente
"Urbaneja Pardo, Segundo",Donostia-San Sebastián,Donostia-San Sebastián,06/06/1938,Fusilado
"Urbano Manrique, Anselmo",Bilbo,Hospital Civil,10/04/1937,Muerto Frente
"Urbano Zarate, Manuel",Basauri,Gijon,11/07/1939,Fusilado
"Urbieta Careaga, Balbino",Barakaldo,HMPG SUKARRIETA,19/03/1939,Muerto Prision
"Urbieta Chave, Joaquin",Donostia-San Sebastián,Irunea,25/08/1936,Fusilado
"Urbieta Echezarreta, Jose",Azpeitia,Otxandio,02/12/1936,Muerto Frente
"Urbieta Egana, Jose Maria",Deba (Begriffsklärung),Monreal del Campos,12/01/1938,Muerto Prision
"Urbieta Irigoyen, Simon",Zumaia,Basurto-Zorroza,08/02/1937,Muerto Frente
"Urbieta Retuerto, Juan Jose",Barakaldo,Hospital Amorebieta,23/04/1937,Muerto Frente
"Urbieta Sierra, Juan",,Basurto-Zorroza,19/06/1937,Muerto Frente
"Urbieta Torre, Miguel",,Elgeta,02/04/1937,Muerto Frente
"Urbina, Modesto",,Maroto,30/11/1936,Muerto Frente
"Urbistondo Lasa, Dionisio",Urrestilla,Otxandio,01/12/1936,Muerto Frente
"Urbistondo Osante, Benjamin",Barakaldo,Markina-Xemein,27/09/1936,Muerto Frente
"Urbistondo Recarte, Agustin",Tolosa,Jaizkibel (Lezo),10/09/1936,Muerto Frente
"Urbistondo, Basilio",Tolosa,,,Fusilado
"Urbizu Berasategui, Jose",Zegama,Urbasa,12/08/1936,Fusilado
"Urbizu Otano, Martin",Zegama,Zegama,07/08/1936,Fusilado
"Urcelay Azpiazu, Zacarias",,Barazar,05/03/1937,Muerto Frente
"Urcelay Cortabarria, Juan",Onati,Hernani,05/11/1936,Fusilado
"Urcelay Fernandez, Vicente",Sestao,Asturias,18/10/1936,Muerto Frente
"Urcelay Zarroa, Jose Maria",Arrasate,Bilbo,02/03/1938,Fusilado
"Urcelay Zumelaga, Pedro",,Bizkargi,15/05/1937,Muerto Frente
"Urchueguia Artia, Casiano",,Bizkargi,15/05/1937,Muerto Frente
"Urchueguia Otaegui, Matias",Andoain,Hospital San Luis,28/04/1937,Muerto Frente
"Urcullu Perez, Jose Maria",Barakaldo,Elorrio,20/04/1937,Muerto Frente
"Urdampilleta Uriguen, Ildefonso",,Markina-Xemein,31/03/1937,Muerto Frente
"Urdangarin Ibarguren, Ildefonso",Donostia-San Sebastián,Bilbao,28/09/1936,Muerto Frente
"Urdangarin Munduate, Jose Antonio",Ataun,Zornotza,03/06/1937,Muerto Frente
"Urdiciain Nieves, Jose",Bilbo,Oiartzun,28/07/1936,Muerto Frente
"Urdiroz Hernandez, Jose",Billabona,Berriz,23/04/1937,Muerto Frente
"Urena Solana, Deogracias",Aldea Del Rey,Orduña (Spanien),21/03/1941,Muerto Prision
"Ureta Gorordo, Martin",Bilbo,Bilbo,04/11/1939,Fusilado
"Urgel Del Cerro, Felix",Sestao,Bilbo,13/12/1937,Fusilado
"Urgoiti, Eugenio",Bilbo,Gasteiz,27/06/1937,Fusilado
"Uria Astigarraga, Pedro",Azkoitia,Donostia-San Sebastián,04/11/1936,Fusilado
"Uria Cano, Teofilo",Urnieta,Etxano,16/05/1937,Muerto Frente
"Uria Iguruceta, Julian",,,,Muerto Frente
"Uria Iparraguirre, Tomas",Gabiria,Asturias,22/02/1937,Muerto Frente
"Uriaguereca Calzacorta, Juan Ignacio",,,,Muerto Frente
"Uriaguereca Marcaida, Domingo",Mungia,Mungia,01/08/1937,Otras Circunstancias
"Uriarte Aguirre, Juan Pedro",Basauri,Bilbo,04/09/1937,Fusilado
"Uriarte Aldasoro, Eusebio",Etxebarri,"Durango, Durango",28/04/1937,Muerto Frente
"Uriarte Arrieta, Esteban",Loiu,,,Desaparecido
"Uriarte Astigarraga, Raimundo","Durango, Durango",Bilbo,28/10/1939,Fusilado
"Uriarte Bilbao, Juan Pablo",Mallabia,Hospital Civil,03/06/1937,Muerto Frente
"Uriarte Burgana, Jose Maria",Bilbo,Hospital Civil,30/04/1937,Muerto Frente
"Uriarte Elejabarrieta, Josefa",Amorebieta,"Durango, Durango",31/03/1937,Bombardeo
"Uriarte Elorriaga, Pedro",Bermeo,Bermeo,01/06/1937,Bombardeo
"Uriarte Garcia, Enrique",Baiona (Lapurdi),Amorebieta-Etxano,10/05/1937,Muerto Frente
"Uriarte Goiricelaya, Jesus",Mungia,Mungia,01/08/1937,Otras Circunstancias
"Uriarte Gorostiza, Anibal Paulino",Barakaldo,Hospital Lanestosa,17/12/1936,Muerto Frente
"Uriarte Jauregui, Jesus",,Elorrio,22/04/1937,Muerto Frente
"Uriarte Legarreta, Luciano",Galdakao,Urkiola,15/04/1937,Muerto Frente
"Uriarte Lejardi, Micaela",Ermua,"Durango, Durango",31/03/1937,Bombardeo
"Uriarte Lopez, Cipriano",,Otxaran,29/06/1937,Muerto Frente
"Uriarte Martinez, Isidro",Arrasate,Hospital Aramaio,08/12/1936,Muerto Frente
"Uriarte Maruesa, Justo",Bakio,Hospital Otxandio,17/02/1937,Muerto Frente
"Uriarte Monje, Ricardo",Bilbo,Otxandio,31/03/1937,Muerto Frente
"Uriarte Rementeria, Agustin",,Bizkargi,14/05/1937,Muerto Frente
"Uriarte Renteria, Francisco",Bakio,Bilbo,29/10/1937,Fusilado
"Uriarte Renteria, Sabino",Bermeo,Mar Cantábrico,05/03/1937,Muerto Frente
"Uriarte Sagarduy, Mateo",,,12/05/1937,Muerto Frente
"Uriarte Salaberri, Antonio",Balmaseda,Kanpazar,25/10/1936,Muerto Frente
"Uriarte Santa  Cruz, Juan",,Turtzioz,19/07/1937,Muerto Frente
"Uriarte Unamuno, Nicolas",,Otxandio,04/04/1937,Muerto Frente
"Uriarte, Fidel",,Mungia,14/05/1937,Muerto Frente
"Uriarte, Valeriano",,,28/05/1937,Muerto Frente
"Uribarren Larrinaga, Joaquin",,Berriatua,18/04/1937,Muerto Frente
"Uribarri Bilbao, Jose",Galdakao,Otxandio,04/04/1937,Muerto Frente
"Uribarri Euba, Fermin",Zaldibar,Hospital Inaki Deuna,07/06/1937,Muerto Frente
"Uribarri Galdearra, Pedro",Legazpia,Asturias,23/02/1937,Muerto Frente
"Uribarri Uriondo, Gonzalo",Bermeo,Mar Cantábrico,05/03/1937,Muerto Frente
"Uribarri Zalbide, Inocencio",Zaratamo,Loiu,10/05/1937,Muerto Frente
"Uribe Anda, Florentino",Altsasu,Artxanda,17/07/1937,Muerto Frente
"Uribe Beitia, Bernabe","Durango, Durango",Sollube,11/05/1937,Muerto Frente
"Uribe Bilbao, Jose Luis",Begona,Bilbo,06/09/1937,Fusilado
"Uribe Galdeano, Juan",Sestao,Nafarrate,04/12/1936,Muerto Frente
"Uribe Garamendi, Purificacion","Durango, Durango","Durango, Durango",31/03/1937,Bombardeo
"Uribe Ortuzar, Concepcion",Ajangiz,"Gernika-Lumo, Vizcaya",26/04/1937,Bombardeo
"Uribe Undabarrena, Florentina",Muxika,"Gernika-Lumo, Vizcaya",26/04/1937,Bombardeo
"Uribe Uribe, Adrian",Eltziego,Zanbrana,16/10/1936,Fusilado
"Uribe Uribe, Fidel",Eltziego,Zanbrana,16/10/1936,Fusilado
"Uribe Uribe, Santos",Donostia-San Sebastián,Donostia-San Sebastián,11/05/1937,Fusilado
"Uribe Urteaga, Apolinar",Eskoriatza,Hernani,21/10/1936,Fusilado
"Uribe, Anastasio",,,10/10/1936,Muerto Frente
"Uribeecheberria Galdos, Modesto",Eskoriatza,Asturias,23/02/1937,Muerto Frente
